ve_num,ve_type,ve_make,ve_year
20772,other bus,GILLIG (BUS),1977.0
20773,passenger car with trailer,BMW,1988.0
20774,,OTHER - BUS,1953.0
20775,other bus,OLDSMOBILE,2003.0
20776,other bus,OTHER - PICKUP,2005.0
20777,truck or truck tractor,CHRYSLER,2003.0
20778,truck or truck tractor,WESTERN TRUCKS,2006.0
20779,pickup or panel truck,CADILLAC,2006.0
20780,truck or truck tractor with trailer,MAZDA,2000.0
20781,,AMERICAN MOTORS (AMC),1971.0
20782,pickup or panel truck,BLUEBIRD (BUS),1996.0
20783,passenger car with trailer,MITSUBISHI,2006.0
20784,other vehicle,SPORTS COACH,1973.0
20785,passenger car,BLUEBIRD (BUS),2003.0
20786,,SATURN,1981.0
20787,passenger car,MONON,2005.0
20788,motorcycle or scooter,KENWORTH,1982.0
20789,passenger car,GOLD RUSH,1994.0
20790,other vehicle,OTHER - BUS,1964.0
20791,pickup or panel truck,ACADIAN,2005.0
20792,pickup or panel truck with trailer,KAWASAKI,
20793,,JOHN DEERE,2002.0
20794,passenger car,MACK,1988.0
20795,pedestrian,MAZDA,
20796,motorcycle or scooter,OTHER - MOPED,2006.0
20797,,KINGSLEY,
20798,emergency vehicle,RENAULT,
20799,truck or truck tractor,MORGAN,2000.0
20800,truck or truck tractor with trailer,DAEWOO,
20801,,BENTLEY,1993.0
20802,,OTHER - MOPED,1995.0
20803,other bus,INFINITI,2000.0
20804,highway construction equipment,HYUNDAI,
20805,pickup or panel truck with trailer,GILLIG (BUS),1999.0
20806,passenger car with trailer,STANDARD,1998.0
20807,passenger car,CADILLAC,2007.0
20808,pickup or panel truck with trailer,BUICK,1992.0
20809,other bus,BMW,2005.0
20810,schoolbus,BUICK,1998.0
20811,pickup or panel truck,JEEP,2006.0
20812,motorcycle or scooter,PONTIAC,1999.0
20813,other bus,OTHER - TRUCK,1994.0
20814,motorcycle or scooter,CHEVROLET,2006.0
20815,,DAEWOO,1997.0
20816,,JEEP,1969.0
20817,,SATURN,1988.0
20818,schoolbus,,1976.0
20819,other vehicle,OTHER - TRUCK,2006.0
20820,,AIRBUS,1962.0
20821,pickup or panel truck with trailer,OTHER - BUS,2005.0
20822,passenger car with trailer,OTHER - TRUCK,1985.0
20823,,ALFA ROMERO,2002.0
20824,other vehicle,OSHKOSH,2002.0
20825,passenger car,JEEP,1956.0
20826,,NISSAN,1962.0
20827,passenger car,AUDI,1945.0
20828,other bus,,2006.0
20829,other vehicle,GRUMMAN,1970.0
20830,,BMW,1971.0
20831,,PEUGEOT,1992.0
20832,passenger car,HINO,1988.0
20833,truck or truck tractor with trailer,PETERBILT,2007.0
20834,schoolbus,HONDA,1999.0
20835,,KIA,1962.0
20836,truck or truck tractor,DELOREAN,2002.0
20837,,FORD,1935.0
20838,other bus,MERCURY,1994.0
20839,passenger car,OTHER - MOTORHOME,1983.0
20840,passenger car,,1948.0
20841,truck or truck tractor,ACADIAN,2000.0
20842,,WINNEBAGO,2003.0
20843,pickup or panel truck with trailer,FORD,2007.0
20844,,MAGIRUS,1994.0
20845,other vehicle,FREIGHTLINER,2006.0
20846,truck or truck tractor with trailer,OTHER - AUTO,1977.0
20847,truck or truck tractor,ACADIAN,1994.0
20848,other bus,ACADIAN,1999.0
20849,motorcycle or scooter,MERCURY,1981.0
20850,truck or truck tractor,VOLKSWAGEN,2003.0
20851,other vehicle,PONTIAC,2006.0
20852,moped,BMW,1983.0
20853,pickup or panel truck with trailer,NISSAN,2006.0
20854,motorcycle or scooter,OLDSMOBILE,1967.0
20855,passenger car,KTM,2004.0
20856,truck or truck tractor,UD,2006.0
20857,passenger car,BUICK,1952.0
20858,pickup or panel truck,MERCEDES-BENZ,2006.0
20859,pickup or panel truck,KIA,2006.0
20860,motorcycle or scooter,ISUZU,2006.0
20861,schoolbus,OTHER - AUTO,2001.0
20862,,,1952.0
20863,,JOHN DEERE,2006.0
20864,pickup or panel truck with trailer,ACURA,1992.0
20865,truck or truck tractor with trailer,STOUGHTON,1989.0
20866,schoolbus,LINCOLN,2004.0
20867,passenger car,HINO,
20868,moped,HARLEY-DAVIDSON,1999.0
20869,,HONDA,1962.0
20870,truck or truck tractor,INTERNATIONAL HARVESTER,1959.0
20871,truck or truck tractor with trailer,RENAULT,2005.0
20872,motorcycle or scooter,YAMAHA,1926.0
20873,highway construction equipment,FREIGHTLINER,1979.0
20874,truck or truck tractor,AUTOCAR,2006.0
20875,passenger car with trailer,YAMAHA,2006.0
20876,passenger car,OTHER - MOTORHOME,1990.0
20877,passenger car with trailer,FORD,1955.0
20878,pickup or panel truck with trailer,LINCOLN,
20879,,KTM,2001.0
20880,passenger car,GILLIG (BUS),1999.0
20881,other bus,CHRYSLER,2002.0
20882,other bus,HONDA,1995.0
20883,pickup or panel truck,LEXUS,2007.0
20884,passenger car,BENSON,2006.0
20885,,HODAKA (MOTORCYCLE),2006.0
20886,passenger car,MG,1975.0
20887,passenger car with trailer,PLYMOUTH,1965.0
20888,,OTHER - PICKUP,1969.0
20889,,HARLEY-DAVIDSON,2007.0
20890,passenger car,TIOGA,1995.0
20891,pickup or panel truck,LAND ROVER,2006.0
20892,,THOMAS (BUS),2006.0
20893,pickup or panel truck,DIAMOND REO,1947.0
20894,other bus,TOYOTA,2006.0
20895,,PEUGEOT,1978.0
20896,,PACE ARROW,1980.0
20897,other vehicle,COACHMAN,1977.0
20898,pedestrian,WESTERN TRUCKS,
20899,,PUCH (MOPED),1978.0
20900,,SATURN,1984.0
20901,truck or truck tractor with trailer,STRICKLAND,1967.0
20902,,JAGUAR,1960.0
20903,bicycle,DODGE,2004.0
20904,,TIOGA,2003.0
20905,truck or truck tractor,KAWASAKI,1979.0
20906,,SHASTA,1973.0
20907,highway construction equipment,OTHER - AUTO,1980.0
20908,other bus,VOLKSWAGEN,1974.0
20909,motorcycle or scooter,CADILLAC,1994.0
20910,,STRICKLAND,1988.0
20911,motorcycle or scooter,AUDI,2004.0
20912,other vehicle,ACADIAN,2006.0
20913,pickup or panel truck,LAND ROVER,2005.0
20914,passenger car with trailer,PONTIAC,1968.0
20915,,INFINITI,1933.0
20916,motorcycle or scooter,DUCATI (MOTORCYCLE),2007.0
20917,truck or truck tractor,INTERNATIONAL HARVESTER,1961.0
20918,other bus,MACK,1985.0
20919,passenger car,GOLD RUSH,1989.0
20920,passenger car,DUCATI (MOTORCYCLE),2005.0
20921,emergency vehicle,TOYOTA,2004.0
20922,moped,ISUZU,1987.0
20923,truck or truck tractor,VOLVO,2007.0
20924,truck or truck tractor,BMW,2004.0
20925,other bus,VOLVO,1997.0
20926,motorcycle or scooter,,1969.0
20927,passenger car,SAFARI,1994.0
20928,truck or truck tractor with trailer,KENWORTH,2007.0
20929,other vehicle,MASSEY FERGUSON,1993.0
20930,passenger car with trailer,CADILLAC,2006.0
20931,bicycle,INFINITI,
20932,passenger car,CITROEN,1966.0
20933,,LEXUS,2007.0
20934,motorcycle or scooter,DURABILT,2000.0
20935,passenger car,JAGUAR,2007.0
20936,,JOHN DEERE,1991.0
20937,,MISSISSIPPI,2000.0
20938,passenger car,SIMCA,2005.0
20939,passenger car,NISSAN,1965.0
20940,truck or truck tractor,FORD,2007.0
20941,passenger car,JEEP,1944.0
20942,passenger car with trailer,TIOGA,1992.0
20943,,NISSAN,1943.0
20944,truck or truck tractor,FREIGHTLINER,2007.0
20945,bicycle,FREIGHTLINER,2005.0
20946,pedestrian,,2006.0
20947,other vehicle,CHAMPION,2006.0
20948,emergency vehicle,BUICK,2005.0
20949,other bus,OTHER - BUS,2007.0
20950,passenger car with trailer,HARLEY-DAVIDSON,2005.0
20951,passenger car with trailer,FORD,1967.0
20952,truck or truck tractor,PONTIAC,1994.0
20953,passenger car,OTHER - MOTORCYCLE,2004.0
20954,,HYUNDAI,1978.0
20955,,BENTLEY,2004.0
20956,other bus,ACURA,1995.0
20957,,SPORTS COACH,2005.0
20958,emergency vehicle,DODGE,2006.0
20959,other vehicle,OVERLAND,2005.0
20960,,JAMEE,1984.0
20961,other vehicle,BLUEBIRD (BUS),1986.0
20962,highway construction equipment,,2006.0
20963,passenger car with trailer,MAZDA,2005.0
20964,truck or truck tractor with trailer,US INDUSTRIES,1990.0
20965,,INTERNATIONAL HARVESTER,2007.0
20966,other vehicle,BLUEBIRD (BUS),1984.0
20967,pickup or panel truck with trailer,KENWORTH,1984.0
20968,,PORT,2005.0
20969,passenger car with trailer,GMC,1969.0
20970,passenger car,SOUTHWIND,1993.0
20971,passenger car with trailer,,1996.0
20972,other bus,HINO,2005.0
20973,truck or truck tractor with trailer,PACE ARROW,2005.0
20974,truck or truck tractor,ISUZU,1984.0
20975,other vehicle,TITAN,1973.0
20976,motorcycle or scooter,VOLVO,2000.0
20977,,PLYMOUTH,2006.0
20978,,SATURN,1980.0
20979,pickup or panel truck,PANTERA,
20980,passenger car,MAZDA,1955.0
20981,truck or truck tractor with trailer,GMC,2006.0
20982,other bus,JEEP,1992.0
20983,pickup or panel truck,JAMEE,1977.0
20984,passenger car,MORRIS,2005.0
20985,other bus,HYUNDAI,2006.0
20986,passenger car with trailer,AUDI,2001.0
20987,truck or truck tractor,INTERNATIONAL HARVESTER,1952.0
20988,,MERCEDES-BENZ,1928.0
20989,pickup or panel truck with trailer,HYUNDAI,2005.0
20990,passenger car,MITSUBISHI,1944.0
20991,passenger car,GOLD RUSH,1991.0
20992,passenger car,STANDARD,2006.0
20993,motorcycle or scooter,BMW,1966.0
20994,,HUSQVARNA,2006.0
20995,passenger car,HYUNDAI,1922.0
20996,other vehicle,JOHN DEERE,2006.0
20997,truck or truck tractor with trailer,DATSUN,1985.0
20998,pickup or panel truck with trailer,CHRYSLER,2006.0
20999,,SPCNS (SPL CONSTRUCTED VEH),1986.0
21000,,ROVER,2007.0
21001,truck or truck tractor with trailer,INFINITI,1997.0
21002,truck or truck tractor,LINCOLN,2002.0
21003,passenger car,OTHER - AUTO,2007.0
21004,truck or truck tractor,VOLKSWAGEN,1984.0
21005,,OTHER - BUS,2006.0
21006,,UD,2006.0
21007,passenger car with trailer,WHITE,2006.0
21008,highway construction equipment,SPCNS (SPL CONSTRUCTED VEH),1989.0
21009,motorcycle or scooter,HYUNDAI,2006.0
21010,,PONTIAC,1950.0
21011,pickup or panel truck,KENWORTH,1994.0
21012,passenger car,GOLD RUSH,1988.0
21013,passenger car,MAZDA,1940.0
21014,motorcycle or scooter,HONDA,2007.0
21015,other bus,TOYOTA,1981.0
21016,,INDUSTRIAL & MUNICIPAL ENGRG,1998.0
21017,motorcycle or scooter,BLUEBIRD (BUS),2006.0
21018,pickup or panel truck,OTHER - TRUCK,1981.0
21019,truck or truck tractor with trailer,ACADIAN,2003.0
21020,truck or truck tractor,SUZUKI,2002.0
21021,,PETERBILT,2007.0
21022,motorcycle or scooter,BATAVUS (MOPED),2006.0
21023,passenger car,MASERATI,1983.0
21024,bicycle,SCION,2000.0
21025,passenger car,MACK,1985.0
21026,motorcycle or scooter,MOTO GUZZI,1975.0
21027,other vehicle,OTHER - MOTORHOME,2007.0
21028,,OTHER - TRUCK,2007.0
21029,bicycle,ALLEGRO,2005.0
21030,pickup or panel truck,SUBARU,2001.0
21031,truck or truck tractor,KAWASAKI,2004.0
21032,emergency vehicle,,2006.0
21033,other bus,FREIGHTLINER,1990.0
21034,,OTHER - MOTORCYCLE,1996.0
21035,,OTHER - PICKUP,1989.0
21036,,WABASH,1991.0
21037,pickup or panel truck with trailer,MERCURY,
21038,passenger car,BUICK,1953.0
21039,pickup or panel truck,LINCOLN,1922.0
21040,emergency vehicle,AMERICAN LA FRANCE,2005.0
21041,passenger car,AUTOCAR,
21042,truck or truck tractor,ACADIAN,1981.0
21043,passenger car,MERCEDES-BENZ,1952.0
21044,other vehicle,GOLD RUSH,2006.0
21045,,DAIHATSU,1969.0
21046,motorcycle or scooter,SPCNS (SPL CONSTRUCTED VEH),2006.0
21047,emergency vehicle,OTHER - BUS,2006.0
21048,other bus,WHITE,1995.0
21049,passenger car with trailer,HUMMER,2006.0
21050,passenger car,WINNEBAGO,2002.0
21051,passenger car,STUDEBAKER,1942.0
21052,motorcycle or scooter,JOHN DEERE,2005.0
21053,passenger car,IVECO,1981.0
21054,,KENWORTH,1978.0
21055,moped,SAAB,
21056,motorcycle or scooter,PANTERA,2004.0
21057,pickup or panel truck with trailer,PONTIAC,1985.0
21058,,EXCALIBUR,1982.0
21059,motorcycle or scooter,CUSHMAN,1999.0
21060,bicycle,FORD,2006.0
21061,truck or truck tractor,KENWORTH,2007.0
21062,bicycle,MAGIRUS,2006.0
21063,truck or truck tractor,GMC,1967.0
21064,motorcycle or scooter,OTHER - TRUCK,2005.0
21065,pickup or panel truck with trailer,PLYMOUTH,1975.0
21066,truck or truck tractor,PETERBILT,2007.0
21067,,OTHER - AUTO,1958.0
21068,motorcycle or scooter,,1951.0
21069,pickup or panel truck,WHITE,2005.0
21070,,OSHKOSH,2005.0
21071,pickup or panel truck,KAWASAKI,2006.0
21072,passenger car,SCION,2007.0
21073,passenger car,CROWN (BUS),2003.0
21074,,OTHER - AUTO,1949.0
21075,passenger car,GILLIG (BUS),1998.0
21076,,TRIUMPH,1964.0
21077,,BENTLEY,1996.0
21078,pickup or panel truck,INTERNATIONAL HARVESTER,2007.0
21079,motorcycle or scooter,ISUZU,1998.0
21080,,SOUTHWIND,2006.0
21081,,KTM,2002.0
21082,truck or truck tractor with trailer,TOYOTA,2006.0
21083,pickup or panel truck,,1954.0
21084,,LINCOLN,2007.0
21085,pickup or panel truck,KENWORTH,2001.0
21086,schoolbus,CHRYSLER,1996.0
21087,,ACADIAN,1972.0
21088,,COMMERCIAL VEHICLES,2000.0
21089,passenger car with trailer,OLDSMOBILE,1981.0
21090,truck or truck tractor with trailer,ROCKWOOD,1966.0
21091,other bus,DODGE,2006.0
21092,pickup or panel truck,OTHER - PICKUP,1968.0
21093,other vehicle,FREIGHTLINER,1975.0
21094,,FLAIR,2006.0
21095,pedestrian,CHRYSLER,
21096,,LINDE,1986.0
21097,motorcycle or scooter,INFINITI,1997.0
21098,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,2007.0
21099,passenger car with trailer,PLYMOUTH,2005.0
21100,passenger car,ROLLS ROYCE,2006.0
21101,,RALLYE JAMBOREE,1978.0
21102,pickup or panel truck with trailer,KENWORTH,2006.0
21103,other bus,GMC,2007.0
21104,passenger car,SUBARU,2007.0
21105,passenger car,CITROEN,1970.0
21106,pickup or panel truck with trailer,ACADIAN,2005.0
21107,emergency vehicle,TOYOTA,2006.0
21108,truck or truck tractor with trailer,HEIL,2000.0
21109,,HYUNDAI,2007.0
21110,pickup or panel truck,TOYOTA,1961.0
21111,other bus,ACURA,1989.0
21112,pickup or panel truck,GMC,2007.0
21113,,VOLKSWAGEN,2007.0
21114,pickup or panel truck,PETERBILT,2006.0
21115,passenger car,LANCIA,1976.0
21116,other bus,OTHER - AUTO,2006.0
21117,truck or truck tractor,ISUZU,2007.0
21118,,PETERBILT,1969.0
21119,motorcycle or scooter,HYUNDAI,1990.0
21120,passenger car,DIAMOND REO,2004.0
21121,motorcycle or scooter,HUSQVARNA,2006.0
21122,passenger car,HARLEY-DAVIDSON,1990.0
21123,motorcycle or scooter,PONTIAC,2005.0
21124,other bus,VOLVO,1988.0
21125,pickup or panel truck,WHITE,1992.0
21126,,KENWORTH,1959.0
21127,schoolbus,PONTIAC,1996.0
21128,motorcycle or scooter,AMERICAN MOTORS (AMC),1987.0
21129,truck or truck tractor with trailer,HONDA,1984.0
21130,other vehicle,SPCNS (SPL CONSTRUCTED VEH),2003.0
21131,bicycle,KAWASAKI,2003.0
21132,,WESTERN TRUCKS,1964.0
21133,,THOMPSON BROTHERS,2003.0
21134,,ALLEGRO,2003.0
21135,other bus,MACK,2005.0
21136,bicycle,JAMEE,
21137,,HODAKA (MOTORCYCLE),2001.0
21138,other vehicle,MERCEDES-BENZ,2004.0
21139,moped,VESPA,2006.0
21140,passenger car with trailer,LINCOLN,1978.0
21141,passenger car with trailer,NISSAN,2006.0
21142,passenger car,BUICK,2007.0
21143,,MOTO GUZZI,2005.0
21144,other bus,CHRYSLER,2006.0
21145,passenger car with trailer,STRICKLAND,1997.0
21146,passenger car with trailer,DATSUN,1982.0
21147,passenger car,MG,1999.0
21148,truck or truck tractor with trailer,COACHMAN,2000.0
21149,truck or truck tractor with trailer,STERLING,2007.0
21150,truck or truck tractor,OTHER - SCHOOL BUS,
21151,truck or truck tractor with trailer,ACADIAN,2006.0
21152,passenger car,MITCHELL,2006.0
21153,schoolbus,BLUEBIRD (BUS),2007.0
21154,,OTHER - BUS,1984.0
21155,truck or truck tractor with trailer,MERCEDES-BENZ,2000.0
21156,other bus,ACADIAN,1996.0
21157,other bus,ISUZU,2006.0
21158,passenger car,ACADIAN,2006.0
21159,,CHRYSLER,2007.0
21160,passenger car,DATSUN/NISSAN,1967.0
21161,,AMERICAN MOTORS (AMC),2005.0
21162,motorcycle or scooter,,1988.0
21163,,NISSAN,2007.0
21164,motorcycle or scooter,ARGOSY,2003.0
21165,pickup or panel truck,CHEVROLET,1919.0
21166,other bus,JEEP,1995.0
21167,passenger car with trailer,FORD,2007.0
21168,,MERCURY,1950.0
21169,passenger car,ALFA GOLD,1988.0
21170,truck or truck tractor,GMC,2007.0
21171,pickup or panel truck,HYUNDAI,1985.0
21172,pickup or panel truck,VOLVO,2005.0
21173,motorcycle or scooter,APOLLO,2005.0
21174,emergency vehicle,PLYMOUTH,1996.0
21175,passenger car,DATSUN/NISSAN,1957.0
21176,highway construction equipment,MISCELLANEOUS,1976.0
21177,pickup or panel truck with trailer,AMERICAN MOTORS,1988.0
21178,pickup or panel truck,MISCELLANEOUS,1975.0
21179,passenger car,CHEVROLET,1920.0
21180,passenger car,DATSUN/NISSAN,1953.0
21181,other bus,MISCELLANEOUS,1972.0
21182,pickup or panel truck,CHEVROLET,1915.0
21183,passenger car with trailer,LEXUS,2006.0
21184,,JOHN DEERE,1990.0
21185,pickup or panel truck with trailer,ISUZU,2006.0
21186,other bus,OLDSMOBILE,1993.0
21187,other vehicle,HOLIDAY RAMBLER,2005.0
21188,other bus,SUBARU,1989.0
21189,passenger car,AMERICAN MOTORS,1961.0
21190,pedestrian,ISUZU,1991.0
21191,passenger car,INTERNATIONAL HARVESTER,2006.0
21192,motorcycle or scooter,MAZDA,2005.0
21193,pickup or panel truck with trailer,OTHER - PICKUP,1992.0
21194,pickup or panel truck,PONTIAC,1977.0
21195,passenger car,MERCURY,2007.0
21196,other bus,LEXUS,2006.0
21197,other bus,GILLIG (BUS),2006.0
21198,other bus,UD,1998.0
21199,passenger car,MACK,1998.0
21200,moped,OTHER - MOPED,2006.0
21201,,AUSTIN,1967.0
21202,,SAFARI,1995.0
21203,passenger car,INFINITI,1973.0
21204,passenger car,YUGO,1990.0
21205,motorcycle or scooter,JEEP,1985.0
21206,,MG,
21207,passenger car with trailer,VOLKSWAGEN,2005.0
21208,highway construction equipment,ACADIAN,2002.0
21209,passenger car,HODAKA (MOTORCYCLE),2006.0
21210,emergency vehicle,VOLKSWAGEN,1996.0
21211,other bus,COACHMAN,2004.0
21212,,VESPA,2007.0
21213,passenger car,SAFARI,1987.0
21214,passenger car,BMW,1962.0
21215,pickup or panel truck,DAEWOO,2001.0
21216,other vehicle,NISSAN,2006.0
21217,truck or truck tractor with trailer,SPCNS (SPL CONSTRUCTED VEH),1996.0
21218,other vehicle,PONTIAC,2005.0
21219,other bus,VOLKSWAGEN,1996.0
21220,passenger car with trailer,HONEY,1983.0
21221,motorcycle or scooter,SATURN,1987.0
21222,passenger car with trailer,CADILLAC,2005.0
21223,,TIOGA,2006.0
21224,motorcycle or scooter,JEEP,1991.0
21225,passenger car with trailer,OTHER - AUTO,1988.0
21226,passenger car with trailer,OTHER - TRUCK,2006.0
21227,pickup or panel truck with trailer,MERCURY,1989.0
21228,pickup or panel truck with trailer,WHITE GMC,2004.0
21229,passenger car with trailer,SATURN,
21230,passenger car,LAMBORGHINI,2006.0
21231,pickup or panel truck,AMERICAN MOTORS (AMC),1973.0
21232,passenger car,OTHER - MOTORHOME,2001.0
21233,,VOLVO,1973.0
21234,passenger car,WINNEBAGO,2001.0
21235,other vehicle,SATURN,2006.0
21236,motorcycle or scooter,KAWASAKI,2007.0
21237,passenger car,WHITE,2007.0
21238,motorcycle or scooter,YAMAHA,2007.0
21239,,MACK,1979.0
21240,passenger car,LOTUS,2006.0
21241,,OTHER - MOPED,1998.0
21242,other bus,FORD,2007.0
21243,,ROLLS ROYCE,2006.0
21244,passenger car,CHAMPION,2002.0
21245,other bus,GRUMMAN,1989.0
21246,truck or truck tractor with trailer,CHEVROLET,1966.0
21247,other vehicle,ROVER,1995.0
21248,pickup or panel truck,BROUGHAM,1979.0
21249,pedestrian,BMW,1986.0
21250,bicycle,OTHER - AUTO,2005.0
21251,other bus,OTHER - TRUCK,2006.0
21252,,DUCATI (MOTORCYCLE),2006.0
21253,bicycle,YAMAHA,
21254,truck or truck tractor with trailer,BLUEBIRD (BUS),2006.0
21255,other vehicle,COACHMAN,1985.0
21256,pickup or panel truck,SATURN,2006.0
21257,,DICO,1990.0
21258,other bus,VOLVO,1994.0
21259,other bus,HUMMER,2005.0
21260,,BOUNDER,1988.0
21261,,CHEVROLET,1939.0
21262,pickup or panel truck,HYUNDAI,2006.0
21263,,SUZUKI,2007.0
21264,passenger car,ALFA ROMERO,2004.0
21265,pickup or panel truck,KENWORTH,2006.0
21266,,BUICK,2007.0
21267,highway construction equipment,ACADIAN,1996.0
21268,passenger car,LINDE,2006.0
21269,passenger car,BERTON,1985.0
21270,motorcycle or scooter,ASSEMBLE,2001.0
21271,,PONTIAC,1962.0
21272,,WABASH,2002.0
21273,schoolbus,THOMAS (BUS),2007.0
21274,other bus,ISUZU,1995.0
21275,,SATURN,2007.0
21276,,CHAMPION,1996.0
21277,,ACADIAN,1967.0
21278,other vehicle,LINCOLN,2006.0
21279,,LAMBORGHINI,1991.0
21280,motorcycle or scooter,ACURA,2006.0
21281,,BERTON,2006.0
21282,,SOUTHWIND,1995.0
21283,other vehicle,JAMEE,2002.0
21284,passenger car,MG,1960.0
21285,other bus,HINO,
21286,other bus,JEEP,1993.0
21287,pickup or panel truck with trailer,SATURN,2006.0
21288,,NAVISTAR,1988.0
21289,,OTHER - TRUCK,1964.0
21290,,HONDA,1950.0
21291,truck or truck tractor,AUTOCAR,1986.0
21292,passenger car,WHITE GMC,2007.0
21293,passenger car with trailer,HOLIDAY RAMBLER,1986.0
21294,highway construction equipment,ACADIAN,1991.0
21295,,INFINITI,1981.0
21296,passenger car with trailer,SUBARU,1992.0
21297,other bus,AUTOCAR,2005.0
21298,pickup or panel truck,,2006.0
21299,passenger car,MORGAN,1971.0
21300,motorcycle or scooter,INTERNATIONAL HARVESTER,2003.0
21301,other bus,DODGE,1974.0
21302,,OSHKOSH,1989.0
21303,,JEEP,1971.0
21304,,METEOR,1994.0
21305,truck or truck tractor with trailer,FERRARI,1996.0
21306,,WESTERN TRUCKS,1980.0
21307,passenger car,OTHER - MOTORHOME,1991.0
21308,emergency vehicle,WHITE,1988.0
21309,passenger car,JOHN DEERE,2004.0
21310,emergency vehicle,OTHER - MOTORHOME,1980.0
21311,other vehicle,SUZUKI,2006.0
21312,pickup or panel truck,AUTOCAR,2005.0
21313,other bus,VOLKSWAGEN,1972.0
21314,truck or truck tractor with trailer,FERRARI,1998.0
21315,motorcycle or scooter,CADILLAC,1998.0
21316,,THOMAS (BUS),2007.0
21317,truck or truck tractor,WHITE GMC,1978.0
21318,motorcycle or scooter,MERCURY,1995.0
21319,,LINDE,2005.0
21320,pickup or panel truck,SUBARU,2006.0
21321,other vehicle,NABORS,2000.0
21322,pickup or panel truck with trailer,WHITE,1999.0
21323,schoolbus,KENWORTH,2004.0
21324,other vehicle,WINNEBAGO,2007.0
21325,motorcycle or scooter,MOTO GUZZI,1996.0
21326,motorcycle or scooter,INFINITI,1992.0
21327,other vehicle,,2007.0
21328,,TIOGA,1972.0
21329,,AMERICAN LA FRANCE,2002.0
21330,,OSHKOSH,2004.0
21331,,OTHER - MOPED,1976.0
21332,passenger car,CITROEN,1985.0
21333,pickup or panel truck,OTHER - TRUCK,1962.0
21334,truck or truck tractor,INFINITI,2005.0
21335,other bus,FORD,1974.0
21336,other bus,CHRYSLER,1971.0
21337,highway construction equipment,SPCNS (SPL CONSTRUCTED VEH),1965.0
21338,truck or truck tractor,CHRYSLER,1998.0
21339,pickup or panel truck,SUNBEAM,1988.0
21340,passenger car,GOLD RUSH,1977.0
21341,emergency vehicle,VOLVO,1998.0
21342,motorcycle or scooter,ZASTAVA,2006.0
21343,passenger car with trailer,CHRYSLER,2006.0
21344,passenger car,OTHER - MOPED,1995.0
21345,,CHRYSLER,1964.0
21346,moped,CHEVROLET,1998.0
21347,emergency vehicle,OTHER - TRUCK,2006.0
21348,truck or truck tractor,INDIAN (MOTORCYCLE),1997.0
21349,truck or truck tractor,INDIAN (MOTORCYCLE),1998.0
21350,passenger car,OTHER - TRUCK,2006.0
21351,emergency vehicle,INTERNATIONAL HARVESTER,1981.0
21352,passenger car,CHAMPION,1998.0
21353,passenger car,NABORS,1991.0
21354,,BOUNDER,2006.0
21355,,GMC,1956.0
21356,,INFINITI,2007.0
21357,other bus,SATURN,1997.0
21358,pickup or panel truck,CADILLAC,2007.0
21359,passenger car,GILLIG (BUS),1993.0
21360,passenger car,KAWASAKI,1997.0
21361,pickup or panel truck,OTHER - AUTO,2007.0
21362,moped,VESPA,1978.0
21363,,CHAMPION,1999.0
21364,pickup or panel truck with trailer,HARLEY-DAVIDSON,2005.0
21365,pickup or panel truck with trailer,KENWORTH,2007.0
21366,pickup or panel truck,PACE ARROW,1979.0
21367,other vehicle,INFINITI,2005.0
21368,pickup or panel truck with trailer,PACE ARROW,2005.0
21369,passenger car,WINNEBAGO,1988.0
21370,passenger car,CADILLAC,1958.0
21371,,OTHER - TRUCK,1961.0
21372,other bus,DODGE,1977.0
21373,pickup or panel truck with trailer,WHITE GMC,1993.0
21374,pickup or panel truck with trailer,MACK,2007.0
21375,passenger car,PORT,2005.0
21376,passenger car with trailer,PACE ARROW,2000.0
21377,truck or truck tractor,PORSCHE,1990.0
21378,passenger car,MACK,1997.0
21379,passenger car with trailer,ACADIAN,1959.0
21380,,PONTIAC,2007.0
21381,,LINCOLN,1957.0
21382,,LINCOLN,1958.0
21383,moped,OTHER - BUS,2001.0
21384,passenger car with trailer,TOYOTA,2007.0
21385,passenger car,AUDI,2008.0
21386,highway construction equipment,FIAT,
21387,,PORT,1975.0
21388,other vehicle,CUSHMAN,1979.0
21389,,LINCOLN,1970.0
21390,truck or truck tractor,AUTOCAR,2007.0
21391,emergency vehicle,MAZDA,2002.0
21392,passenger car,STUDEBAKER,1955.0
21393,bicycle,ITASCO,
21394,emergency vehicle,OTHER - TRUCK,1971.0
21395,truck or truck tractor,DODGE,1963.0
21396,bicycle,DIAMOND REO,1985.0
21397,passenger car with trailer,KIA,2006.0
21398,pickup or panel truck,FORD,1927.0
21399,schoolbus,PETERBILT,2004.0
21400,passenger car,BLUEBIRD (BUS),1987.0
21401,other vehicle,ISUZU,2006.0
21402,,OTHER - MOTORCYCLE,1978.0
21403,other vehicle,TRINITY,2005.0
21404,passenger car,JOHN DEERE,
21405,motorcycle or scooter,FREIGHTLINER,1996.0
21406,,OTHER - PICKUP,1974.0
21407,,SCION,2001.0
21408,pickup or panel truck,DIAMOND REO,1948.0
21409,emergency vehicle,GMC,2005.0
21410,pedestrian,MAZDA,2005.0
21411,truck or truck tractor,ISUZU,1926.0
21412,other bus,COACHMAN,2000.0
21413,other bus,OTHER - BUS,1967.0
21414,passenger car with trailer,LAND ROVER,2005.0
